testTypeId,questionText,optionA,optionB,optionC,optionD,correctAnswer,explanation,cefrLevel,difficulty,testSetId,conversation,article,audioUrl,transcript
focus-meaning,Meaning?,The old curtains are too old.,He doesn’t want to change them.,He likes traditional curtains.,He wants different color.,B,สามีไม่อยากตัดผ้าม่านใหม่มาเปลี่ยนเพิ่ม เลยพูดไปว่า 'I'd rather keep the ones we've got' (พี่อยากใช้ของเดิมที่เรามีมากกว่าจ้า) คือผู้ชายไม่ต้องการเปลี่ยนมัน,B1,medium,9,"[{""text"":""I’m going to have new curtains made."",""speaker"":""A""},{""text"":""I’d rather keep the ones we’ve got."",""speaker"":""B""}]",,,
focus-meaning,Meaning?,Selling is a bad idea.,He agrees to sell it.,He doesn’t understand.,He refuses.,B,สามีพิจารณาเห็นด้วยจึงตอบสบายๆว่า 'I don't see why not' (ผมก็ไม่เห็นข้อห้ามอะไรที่จะขายตรงไหน) คือได้สิ สามีอนุมัติด้วยประการทั้งปวงต่อไอเดียที่จะขายห้องนี้ทิ้งสะ,B1,medium,9,"[{""text"":""This apartment is too small. Should we sell it?"",""speaker"":""A""},{""text"":""I don’t see why not."",""speaker"":""B""}]",,,
focus-meaning,What does the teacher mean?,You forget bags often.,Remember next time.,Remember to take your bag.,Your bag is missing.,C,คุณครูพูดว่า 'Don't forget your bag.' (ทีหลังห้ามลืมกระเป๋านะ) คืือเป็นการเเจ้งเตือนนักเรียนว่าให้อย่าให้ซ้ำรอยเพื่อเอาของสำคัญติดตัวกลับไป,B1,medium,9,"[{""text"":""Don’t forget your bag."",""speaker"":""A""},{""text"":""That bag isn’t mine."",""speaker"":""B""}]",,,
focus-meaning,Meaning?,She wants another piece.,She wants to know where to buy it.,She wants to know how to make it.,She wants to sell it.,C,ผู้หญิงบอกทานแล้วละมุนสุดตัว 'You must give me the recipe' (เธอต้องกระซิบบอกสูตรมาเดียวนี้นะจ้ะ) แเปลว่าเธอมีความต้องการอย่างยิ่งที่จะอยากรู้วิธีประกอบอาหาร,B1,medium,9,"[{""text"":""This pie is delicious. You must give me the recipe."",""speaker"":""A""}]",,,
focus-meaning,Meaning?,He isn’t good at remembering names.,He remembers names well.,He remembers some names.,He forgets everything.,A,คนพูดบอก 'hopeless at remembering names' (มีปัญหาอย่างรุนแรงกับการจดจำชื่อชาวบ้านเสมอ) แปลว่าตัวเขาไม่ใช่คนเก่งในการนึกชื่อคนแบบอัตโนมัติ,B1,medium,9,"[{""text"":""Have you got a good memory?"",""speaker"":""A""},{""text"":""I’m hopeless at remembering names."",""speaker"":""B""}]",,,
focus-meaning,Meaning?,She needs a new dentist.,She wants a dentist to check her tooth.,She must not miss appointment.,She wants medicine.,B,ชายทักเตือนห่วงใยว่าผู้หญิงกำลังเครียดฟันซี่นั้น ('worrying about that tooth') แปลสะท้อนว่าผู้หญิงตั้งใจที่จะอยากให้ทันตแพทย์เช็คฟันรักษามันเสียที,B1,medium,9,"[{""text"":""I need to make an appointment at the dentist’s."",""speaker"":""A""},{""text"":""You’ve been worrying about that tooth."",""speaker"":""B""}]",,,
focus-meaning,Meaning?,He started his job recently.,He will leave job soon.,He works too much.,He will get promotion soon.,A,ผู้ชายบอกว่ายังคงมีเวลาอีกนาน ('too soon for me') แสดงว่ามันแค่เพิ่งเข้าทำงานเท่านั้น การได้ขยับตำแหน่งงานเลื่อนขีดขั้นจึงไม่น่าเกิดขึ้นในเวลาอีนใกล้,B1,medium,10,"[{""text"":""Do you think you’ll get a promotion?"",""speaker"":""A""},{""text"":""I think so."",""speaker"":""B""},{""text"":""It’s probably too soon for me."",""speaker"":""A""}]",,,
focus-meaning,Meaning?,She must take more classes.,She must quit job.,She wants more flexibility.,She hates classes.,C,ผู้หญิงบ่นๆ เรื่องเงื่อนไขจำกัด 'My job limits what I can choose' (สถานภาพการทำงานจำกัดสิ่งที่ฉันเลือกได้) หมายความว่าเธอตั้งใจอยากจะได้อิสระและความยืดหยุ่นกว่าที่เป็น,B1,medium,10,"[{""text"":""Have you finalized your schedule?"",""speaker"":""A""},{""text"":""My job limits what I can choose."",""speaker"":""B""}]",,,
focus-meaning,Meaning?,He should call repair shop.,He can use her computer.,He should buy a new computer.,She will repair it.,B,ผู้หญิงถามชายที่มีปัญหากับคอมพังว่า 'Do you want to use mine?' (เครื่องฉันว่างนะสนใจยืมชั่วคราวไหม) เป็นการแสดงน้ำใจให้ผู้ชายขอยืมคอมตัวเองได้,B1,medium,10,"[{""text"":""My computer is broken again."",""speaker"":""A""},{""text"":""Do you want to use mine?"",""speaker"":""B""}]",,,
focus-meaning,Meaning?,Was it difficult?,Was it scary?,Was it as good as people say?,Was it expensive?,C,ชายถามเพื่อนผู้กล้าโดดร่มว่า 'everything it was cracked up to be?' (สรุปที่โดดไปมันสุดติ่งคุ้มจริงจังตามที่เขากล่าวขานจริงป่ะ) เป็นสำนวนแปลว่า มันดีงามสมคำร่ำลือหรือเปล่า,B1,medium,10,"[{""text"":""Was parachute jumping everything it was cracked up to be?"",""speaker"":""A""}]",,,
focus-meaning,Meaning?,It ended quickly.,It took a long time.,It was expensive.,It was boring.,B,ตัวหญิงอธิบายความน่าเบื่อในช่วงที่ต้อง 'hanging around' (ลอยชาย/รอนาน) เป็นการบ่งบอกบรรยากาศและลักษณะว่ากิจกรรมมันต้องใช้เวลาเผ่านไปนานมากๆ,B1,medium,10,"[{""text"":""There was a lot of hanging around though."",""speaker"":""A""}]",,,
focus-meaning,Meaning?,You were late today.,You don’t try hard.,Ask about class time.,You skipped class.,A,ผู้สอนย้ำเพื่อกระตุ้น 'Make an effort to come to class on time tomorrow' (พรุ่งนี้พยายามตั้งหน้าตั้งตามาก่อนเข้าคลาสมั่งนะ) ความหมายเชิงลบเล็กๆคือนักเรียนเพิ่งเข้าคลาสสายในวันนี้,B1,medium,10,"[{""text"":""Make an effort to come to class on time tomorrow."",""speaker"":""A""}]",,,
focus-meaning,Meaning?,It’s not her computer.,You can’t use it.,She cannot make that decision.,It is broken.,C,เจ้าของบอกไม่มั่นใจ 'That's not really up to me' (มันไม่ใช่เรื่องที่ฉันจะตัดสินใจอนุมัติหรือยกให้ใครได้เลยนะ) ก็คือตัวเธอไม่มีอำนาจเบิกหรือตัดสินใจจ้า,B1,medium,10,"[{""text"":""May I use your computer next week?"",""speaker"":""A""},{""text"":""That’s not really up to me."",""speaker"":""B""}]",,,
focus-meaning,Meaning?,She prefers pasta.,She can cook with pasta instead of rice.,She needs both.,She hates rice.,B,ตัวผู้หญิงพูดประจวบเหมาะ 'I'll use pasta instead' (เดี๋ยวฉันใช้เส้นพาสต้ามาผัดแทน) คือหล่อนเตรียมทางหนีทีไล่แผนสำรองสามารถจัดการวัตถุดิบอื่นหุงแทนข้าวได้ไม่มีปัญหา,B1,medium,10,"[{""text"":""Is there rice in the cupboard?"",""speaker"":""A""},{""text"":""No, shall I get some?"",""speaker"":""B""},{""text"":""Don’t worry, I’ll use pasta instead."",""speaker"":""A""}]",,,
focus-meaning,Meaning?,He passed easily.,He got the highest score.,He failed the test.,He cheated.,B,เด็กชายบอกมาว่า 'I aced that test' (ทำข้อสอบดั่งเทพประทานทะลุเป้าเลย) เป็นภาษาพูด/วัยรุ่นที่มีความหมายว่า สอบได้ท็อปคะแนนสูงสุดปังๆระดับสูงสุดยอดเยี่ยม,B1,medium,10,"[{""text"":""I aced that test thanks to our study group."",""speaker"":""A""}]",,,
focus-meaning,Meaning?,She agrees and suggests meeting after class.,She disagrees.,She will study alone.,She cancels the plan.,A,ผู้หญิงอุทาน 'Great minds think alike!' (คนฉลาดมักใจตรงกันแบบนี้แหละ) หลังผชเสนอคิวต่อ คือเห็นชอบด้วยพร้อมเสนอแนะทันควันให้ไปทำงานหลังจบชั้นเรียน,B1,medium,10,"[{""text"":""Great minds think alike! How about after class?"",""speaker"":""A""}]",,,
focus-meaning,What does the woman mean?,The senator already sounds like a president.,The senator needs more experience to be president.,The senator has been giving more speeches recently.,—,A,เพื่อนทึ่งพูดชมว่านักการเมืองคนนั้น 'gives speeches like one' (สามารถให้สุนทรพจน์เฉียบขาดเหมือนคนมีตำแหน่งจริงๆ) บ่งบอกว่าเขาพรั่งพร้อมและเหมาะกับบทบาทประธานาธิบดีมากสุดๆ,B1,medium,10,"[{""text"":""Do you think the senator has a good chance of becoming the next president?"",""speaker"":""A""},{""text"":""Well he might be really young, but he certainly gives speeches like one."",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean?,She doesn’t know what to do with her friend’s bag.,She won’t go out with her friend anymore.,She can’t explain her friend’s behavior.,—,C,ผู้หญิงรู้สึกมึน 'I'm not sure what to make of it.' หมายความว่าก็อธิบายอาการของเพื่อนสนิทที่สละที่นั่งแล้วหายตัวดื้อๆ ไม่ถูก ตัวผู้หญิงเองก็คาดเหตุผลล่วงหน้าไม่ได้,B1,medium,10,"[{""text"":""One moment my friend and I were having fun, and the next, she up and left with her bag."",""speaker"":""A""},{""text"":""Don’t worry. I’m sure it has nothing to do with you."",""speaker"":""B""}]",,,
focus-meaning,What does the man mean?,Where did you move home to?,Where did you go for your holiday?,Where did you spend your childhood?,—,C,ผู้ชายถามหยั่งเชิงสถานที่เด็กในความทรงจำ 'Where were you brought up?' (คุณนายไปโดนเลี้ยงให้โตๆมาจากแถบพื้นที่ไหนครับเนี้ย) ซึ่งแปลตามเซนส์คือชีวิตวัยเติบโตใช้อยู่สถานที่ไหนเป็นหลัก,B1,medium,10,"[{""text"":""Where were you brought up?"",""speaker"":""A""},{""text"":""In Australia."",""speaker"":""B""}]",,,
focus-meaning,What does the wife mean?,She needs to cancel her trip to visit her brother.,Her brother agreed to pay for the family vacation.,Her brother might stay home during the vacation.,—,C,ผู้หญิงวิเคราะห์พี่ชายว่า 'money is tight for him' (สถานภาพการเงินเขาค่อนข้างตึง/ช็อต) แปลว่าพี่ชายไม่น่ามีเงินมาร่วมเที่ยวทริปแพงๆ จึงอาจชวดพักอาศัยที่ห้องที่บ้านอดไปสังสรรค์,B1,medium,10,"[{""text"":""Is your brother still planning on joining us for summer vacation?"",""speaker"":""A""},{""text"":""It sounds like money is tight for him now, so I’m not sure he’ll be able to spend it with us."",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean?,It's the man's fault they are late.,She doesn't mind the traffic.,He should drive faster.,—,A,ผญหยิบประโยคของผชขึ้นมาขยี้ 'You said the traffic would be light' มุ่งชี้ประเด็นชัดๆว่า ความผิดทั้งหมดมาจากเจ้าตัวที่ให้ความเชื่อมั่นว่ารถโล่ง ทำให้มาผิดเวลา,B1,medium,10,"[{""text"":""We're going to miss the start of the game, you know."",""speaker"":""A""},{""text"":""Yes. You said the traffic would be light on a Monday."",""speaker"":""B""},{""text"":""Well, it usually is."",""speaker"":""A""}]",,,
focus-meaning,What does the mother mean?,You should put them away.,I've told you where to find them.,You ought to know where they are.,—,C,แม่ออกโรงแย้งสวนกลับลูกสาวเลยว่า 'They're where you put them' (กางเกงที่ไปวางไว้ก็ตัวตรงจุดนั่นแหละไปกางดูสิ) บ่งบอกว่าลูกก็ต้องหัดจำเสียเองสิเอาไปยัดตรงไหน,B1,medium,10,"[{""text"":""Mum, where are my jeans?Mother: They're where you put them, Lucy."",""speaker"":""A""}]",,,
focus-meaning,What does the woman mean?,She is finished with her work.,She works every day of the week.,She works on Saturday and Sunday.,—,C,"ในเมื่อผู้หญิงบอกปฏิเสธแต่ไปเน้นที่วันหยุด 'No, I only work on weekends' จุดมุ่งหมายคือแปลตัวความหมายได้ชัดว่าก็ทำงานเฉพาะคิวตารางที่มีคือวันเสาร์กับอาทิตย์เท่านั้น",B1,medium,10,"[{""text"":""Do you work on Mondays?"",""speaker"":""A""},{""text"":""No, I only work on weekends."",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean?,She works until 2 p.m.,She begins work at 2 p.m.,She finishes work at 10 a.m.,—,A,เพื่อนผู้หญิงระบุกติกาขอบเขตงานว่ารับกะตั้งเเต่ช่วงเวลา '10 a.m. to 2 p.m.' ส่งผลสรุปใจความย่อได้ว่า เวลาเสร็จสิ้นกิจกรรมที่ต้องสแตนด์บายของเธอคือสิ้นสุดลงในเวลาบ่ายสองของวัน,B1,medium,10,"[{""text"":""What time do you finish work today?"",""speaker"":""A""},{""text"":""I work from 10 a.m. to 2 p.m."",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean?,I don't have it.,I am looking for it.,I can give it to you.,—,C,พอดนตรีพนักงานถามหาพจจนานุกรม ผู้หญิงใจดีให้ความร่วมมือ 'Sure. No problem.' (เอาสิเจ้านาย ไม่มีประเด็น) แสดงว่าเธอพร้อมกระตือรือร้นสามารถหยิบยืนของตรงหน้าเเจกจ่ายให้,B1,medium,10,"[{""text"":""Excuse me. Can you pass me the dictionary?"",""speaker"":""A""},{""text"":""Sure. No problem. Here you are."",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean?,She often talks about family holidays.,She rarely got to see her cousins on holidays.,She usually traveled long distances for holidays.,—,B,หญิงสาวบอกแผ่วๆบ่นเล่าถึงชีวิตหลีกตัวความเหงาแต่ก่อนว่า 'Mine lived so far away' (ญาติฝั่งบ้านฉันดันอาศัยอยู่ห่างไกล) หมายความว่าโอกาสแกร่วไปดวลปาร์ตี้จึงไม่มีง่ายๆ ได้เจอน้อยครั้งสุดๆ,B1,medium,10,"[{""text"":""When I was growing up, my cousin’s family would always come over to our place for the holidays."",""speaker"":""A""},{""text"":""I wish I could say the same! Mine lived so far away."",""speaker"":""B""},{""text"":""Yes, we were pretty fortunate."",""speaker"":""A""}]",,,
focus-meaning,What does the woman mean?,She doesn't know the artist.,She doesn't like the painting.,She doesn't understand the question.,—,B,ฝ่ายคนดูแอบแคลงใจและตอบกลับรวดเร็ว 'Do you really think so?' (เหรอ คุณคิดว่าเป็นจริงขนาดนั่นเลยป้ะ) โดยปกติเชิงอนุมานความหมายมันคือการที่เธอทักท้วงและไม่นิยมชมชอบศิลปิน/ภาพชิ้นนั่น,B1,medium,11,"[{""text"":""Isn't he a great painter?"",""speaker"":""A""},{""text"":""Do you really think so? I'm not so sure."",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean?,She tried different foods at the hotel.,She did not eat at the hotel.,She did not like the hotel.,—,C,ผู้หญิงวิจารณ์ทริปลงแรงมาว่าบรรยากาศ 'the food was better than the hotel' (ในมุมมองอาหารการกินเด็ดกว่าโรมแรมหลักอีกอ่ะนะ) ให้ตีความคือเธอประทับใจอาหารเเต่โรงแรมกลับทำได้ไม่เอาไหนน่าผิดหวัง,B1,medium,11,"[{""text"":""How was your vacation?"",""speaker"":""A""},{""text"":""Well, the food was better than the hotel."",""speaker"":""B""}]",,,
focus-meaning,What does the man mean?,He is inviting the woman to the museum.,He wants to know if she liked the museum.,He thinks the woman should go to the museum.,—,C,ชายที่แนะนำนั้นบอกว่า 'visit the museum' (อย่าลืมแวะโชว์ไปพิพิธภัณฑ์ศิลปะเด็ดขาด) คือการที่ชายโยนความคาดหวังให้เธอเข้าไปสัมผัสสถานที่ใหม่แห่งนี้เมื่อวคราวเดินทางไปนคร,B1,medium,11,"[{""text"":""If you go to New York, visit the museum."",""speaker"":""A""},{""text"":""I went last year. It was great."",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean?,I don't think Jack is annoying.,I think you are right about Jack.,I've changed my mind about Jack.,—,B,ผู้หญิงบอกเสริมเข้าไปว่า 'I couldn't agree more' (ไม่มีอะไรที่ฉันจะสามารถเห็นชอบด้วยไปกว่าประโยคนี้อีกแล้วล่ะ = เห็นด้วยสุดติ่ง) หมายความว่าเราคิดเหมือนนายเป๊ะทุกข้อสรุปเลยทีเดียวล่ะ,B1,medium,11,"[{""text"":""Jack is so annoying."",""speaker"":""A""},{""text"":""I couldn't agree more."",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean?,She won't have to pay a fine for driving too fast.,She didn't understand the policeman.,The policeman said the road was dangerous.,—,A,ประโยคจากปากฝั่งผู้คุมจราจรได้เตือนไว้คือ 'letting me off with just a warning' (ถูกปล่อยตัวมาพร้อมกับแค่เสียงสั่งสอนเท่านั้น) นำมาซึ่งข่าวดีคือหญิงขับรถซิ่งคนนี้ไม่ต้องถูกปรับหรือจับเข้ากรงเลย,B1,medium,11,"[{""text"":""Did you get a speeding ticket? What did the policeman say?"",""speaker"":""A""},{""text"":""He said he was letting me off with just a warning."",""speaker"":""B""}]",,,
focus-meaning,What does the man mean?,His mother isn't sick anymore.,He doesn't see his mother often.,His mother still doesn't feel very well.,—,A,การที่ผู้ชายรายงานอาการของสุดที่รักมาว่าคุณแม่ 'feeling much better.' (สัมผัสได้ถึงสภาวะที่ปังที่โอเคขึ้นเยอะมากก) ส่งท้ายความหมายคือคุณแม่ของเขานั่นได้หายเจ็บไข้พ้นช่วงเวลาป่วยร้ายๆ เติบโตแข็งแรงแล้ว,B1,medium,11,"[{""text"":""How is your mother going?"",""speaker"":""A""},{""text"":""She's feeling much better. Thanks."",""speaker"":""B""}]",,,
focus-meaning,What does the man mean?,He can't do the dishes later.,He wants the woman to wash the dishes.,The woman doesn't need to wash the dishes.,—,C,เมื่อฝ่ายชายแจ้งว่าจะชดเชยการลืมล้างแบบนี้ด้วยว่า 'I did them when I got home' (ชิวๆน้าเค้าล้างจานทำอะไรให้เสร็จทันทีที่มาถึงบ้านเเล้ว) ฝ่ายผู้หญิงก็เลยรอดสบาย ไม่ต้องง้อเข้ากะล้างจานต่อดึกๆดื่นๆ,B1,medium,11,"[{""text"":""I'm sorry, I forgot to wash the dishes this morning."",""speaker"":""A""},{""text"":""It's okay. I did them when I got home."",""speaker"":""B""}]",,,
focus-meaning,What does the man mean?,He prefers staying at home this time.,He always goes to the same place for vacation.,He wants to travel to a place with cool weather.,—,C,ผู้ชายแจ้งสาเหตุย้ำๆ ว่าตนเองทนร้อนกับอุณหภูมิอากาศนี้ไม่ได้ ('can't stand the heat') คือหมายถึงเขาไม่อยากไปใกล้ความร้อน ทำให้ต้องหนีกระเสือกกระสนที่จะเลือกจุดหมายปลายทางให้เป็นบรรยากาศเย็นสบายตัวขึ้น,B1,medium,11,"[{""text"":""Where are you going for summer vacation?"",""speaker"":""A""},{""text"":""Definitely somewhere away from here. I can't stand the heat."",""speaker"":""B""}]",,,
focus-meaning,What does the father mean?,He wants to go with his son.,He will talk to his son later.,He needs his son's phone.,—,B,คุณพ่อส่งลูกหลานขึ้นบขสเสร็จบอกว่ามีธุระ 'Give me a call tonight.' ฝ่ายพ่อจะอยากติดต่อคุยอะไรนิดหน่อย หมายความถึงการกระทำว่า ตัวคุณพ่อนั่นเองยินยอมเเละจะดำเนินการติดต่อพูดคลุกคลีอีกครั้งช่วงค่ำคืนนี้แน่นอน,B1,medium,11,"[{""text"":""Are you leaving now?"",""speaker"":""A""},{""text"":""Yes, the bus is here."",""speaker"":""B""},{""text"":""Okay. Give me a call tonight."",""speaker"":""A""}]",,,
focus-meaning,What does the woman mean?,The restaurant is close to school.,People will have dinner on the beach.,The class will meet at the main building.,—,A,จากเส้นทางการนัด ร้านดินเนอร์ยอดฮิตนั้นหางายเพราะไปกระจุก 'next to the main school building' เป็นป้ายตัวชี้จุดหมายได้ดีให้รู้ชัดๆเลยว่า ระยะระหว่างร้านเป้าหมายมันชิดแทบทะลุกับตัวกำแพงตึกของโครงสร้างสถานการศึกษา,B1,medium,11,"[{""text"":""Do you know where the class is meeting for dinner?"",""speaker"":""A""},{""text"":""At Thai Lotus Restaurant, right next to the main school building."",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean?,She likes many types of art.,She wants to learn more about art.,She prefers not to share her opinion.,—,A,คนถูกทักบอกปัดตอบกลับว่าจริงๆ 'tastes is so fixed' (รสนิยมฉันไม่ได้คับแคบทายไม่ได้จ้ะ) สัมผัสความรู้สึกนี้แสดงถึงธรรมชาติของหญิงที่เธอเปิดกว้างใจยอมรับศิลปะได้แบบหลາກสไตล์ ไม่มีกรอบข้อบัญญัติใดๆมาตีกั้นความอินดี้ส่วนตัวได้,B1,medium,11,"[{""text"":""How would you describe your taste in art?"",""speaker"":""A""},{""text"":""Oh, I can't really say my taste is so fixed."",""speaker"":""B""}]",,,
focus-meaning,What does the husband mean?,The wife should do things faster.,The wife ought to go to sleep earlier.,The wife needs more time to get ready.,—,A,สามีบ่นแควะคนสวยว่าสาเหตุที่เสียเวลาเนี่ยเพราะ 'you take your time getting ready' (เธอก็ยื้อเวลาและโอ้เอ้เอาแต่เเต่งองค์ทรงเครื่องช้าเองนินา) เป็นสารอ้อมโลกคอยเหน็บว่าก็เธอน่าจะเตรียมการให้ไวกว่านี้เยอะก็สิ้นเรื่อง,B1,medium,11,"[{""text"":""I've been so late leaving for work in the morning."",""speaker"":""A""},{""text"":""That's because you take your time getting ready."",""speaker"":""B""}]",,,
focus-meaning,What does the man mean?,Have you practiced your presentation yet?,Did someone help you with your presentation?,Do you want me to listen to your presentation?,—,C,ชายเพื่อนแสนใจดีบอกข้อจำกัดว่า 'Would it help to practice? I'm right here.' (สนจะดึงเค้าไปเสริมเพื่อซ้อมให้มั่นใจก่อนลงสนามป่าว ตัวก็ยืนรับใช้อยู่นิไง) เป็นการเสนอแง่ที่ต้องการอาสาเล่นแผลงๆทดลองตั้งใจฟังพรีเซนต์เผื่อว่าเธอจะรับออฟเฟอร์,B1,medium,11,"[{""text"":""I'm giving a presentation at work tomorrow and I'm so nervous."",""speaker"":""A""},{""text"":""Would it help to practice? I'm right here."",""speaker"":""B""}]",,,
focus-meaning,What does the man mean?,He won't wash his car.,His car isn't very dirty.,He doesn't like the rain.,—,A,ฝ่ายชายตกลงพิจารณาและเบรคกิริยาไม่ล้างรถแล้วดีกว่าเพราะเดี๋ยวฝนโปรยลงมาแหงม 'not going to bother washing' สิ่งที่เกิดขึ้นคือเขากลายเป็นคนขี้เกียจ ไม่ยอมทำตามขั้นตอนการล้างเปียกฉ่ำและไม่ไปคาร์ปาร์ดอีกเลย,B1,medium,11,"[{""text"":""I'm not going to bother washing the car. It's going to rain later."",""speaker"":""A""},{""text"":""Yes, I heard that on the news this morning."",""speaker"":""B""}]",,,
focus-meaning,What does the man mean?,The book was very difficult.,It took one day to read the book.,He was too busy to finish the book.,—,A,หนุ่มใหญ่วัยฉกรรจ์ประเมินตำราเรียนว่าเอาจริงๆนะ 'had a hard time with a lot of it' (เผชิญชะตากรรมดิ้นรนเจียนตายเลยกว่าจะรอดผ่านจุดเหล่านั้นมา) สรุปจากแก่นแท้ก็คือวรรณกรรมของบทนี้มันมีรายละเอียดที่โหดหินสุดยากมากๆ,B1,medium,11,"[{""text"":""What did you think of that book?"",""speaker"":""A""},{""text"":""I had a hard time with a lot of it."",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean?,The man needs to call the computer repair store.,The man can use the woman's computer.,The man should buy a new computer.,—,B,ผญหยิบข้อเสนอที่ให้ประโยชน์มากกว่าเพื่อแก้ไขเหตุวิกฤต 'Do you want to use mine?' (งั้นแล็บทอปในเคสฉุกเฉินนี่ขอให้ใช้ของเค้าแก้ขัดแทนมั้ยตัว) จากสถานการณ์ผู้ชายถือดีว่ามีสิทธิ์ที่จะคว้าเเละใช้คอมหล่อนแทนเป็นการบรรเทาสถานะตอนนี้ได้,B1,medium,11,"[{""text"":""I really need to take my computer to the shop. It's broken again."",""speaker"":""A""},{""text"":""Do you want to use mine?"",""speaker"":""B""}]",,,
focus-meaning,What does the woman mean by her FIRST statement?,She wants to help the man fix his computer.,She believes the man needs to buy a new computer.,She thinks the man needs to use the computer more.,—,C,มนุษย์แม่ตำหนิฝ่ายรับเข้าเต็มๆหูเลยว่า 'You need to get with the times!' (นี่มันยุคไหนละ โฉมหน้านายควรทำตัวให้ทันกับเครื่องไม้ประดับอัจฉริยะซะบ้างสิ!) ขยายบริบทของประโยคนี้แสดงการเน้นความคาดหวังให้ฝึกปรือเล่นเครื่องโน้ตบุ๊กเทคโนโลยีบ้าง,B1,medium,11,"[{""text"":""Are you still writing letters by hand? I can't believe it. You need to get with the times!"",""speaker"":""A""},{""text"":""What do you mean?"",""speaker"":""B""},{""text"":""I got you this computer last year and you've hardly touched it."",""speaker"":""A""}]",,,
focus-meaning,What does the man mean by his FIRST comment?,He regularly saw his cousins during the holidays.,He often traveled to his cousin's house for holidays.,He wishes he could see his cousins during holidays.,—,A,สิ่งที่เกิดประจำของบ้านก็คือตัวบรรดาญาติๆๆๆๆพี่น้อง 'would always come over' คือมักจะดิ่งมาสิงที่ลานจอดกางเต็นท์ทที่บ้านหลักตลอดในวันหยุดต่างๆนานา มันสะท้อนว่าทุกๆฤดูเทศกาลความจริงพวกเขาโคตรจะใกล้ชิดและเจอหน้าสังสรรค์กันตลอดเวลา,B1,medium,11,"[{""text"":""When I was growing up, my cousin's family would always come over to our place for the holidays."",""speaker"":""A""},{""text"":""I wish I could say the same. Mine lived so far away."",""speaker"":""B""},{""text"":""Yes, we were pretty fortunate."",""speaker"":""A""}]",,,
focus-meaning,What does the woman mean?,She often likes to talk about family holidays.,She rarely got to see her cousins on holidays.,She usually traveled long distances for holidays.,—,B,ประวัติวัยเยาว์หญิงสาวบอกปัดความรู้สึกฟินๆแบบนั้นไปเลยอ้างว่าญาติตัวเองพักอยู่ไกลแสนไกล ('Mine lived so far away') ซึ่งก็ตรงประเด็นมากว่าเมื่อก่อนระยะทางคืออุปสรรคจึงทำให้กลุ่มตระกูลพวกเขาโคตรจะแทบขาดโอกาสใช้ชีวิตมารวมตัวเฮฮาด้วยกันเลย,B1,medium,11,"[{""text"":""When I was growing up, my cousin's family would always come over to our place for the holidays."",""speaker"":""A""},{""text"":""I wish I could say the same. Mine lived so far away."",""speaker"":""B""},{""text"":""Yes, we were pretty fortunate."",""speaker"":""A""}]",,,
focus-meaning,What does the woman mean?,The professor gave useful homework.,The professor was helpful to his students.,The professor presented interesting lecture topics.,—,B,ผู้หญิงเชียร์ว่าที่ปรึกษาวิชาเป็นสุดยอดครูเพราะ 'bends over backwards' (คือระดับตัวพ่อลั่นโหมโรงขวนขวายทำสิ่งยากดุจนายพรานเพื่อช่วยเหลือลูกศิษย์เต็มคาราเบล) อันเป็นที่เข้าใจแล้วว่าอาจารญ์คนนี้มีความตั้งใจและสละเวลาทุ่มพลังช่วยเหลือเหล่านักศึกษาตลอด,B1,medium,11,"[{""text"":""I hear this professor's class is challenging."",""speaker"":""A""},{""text"":""Actually, he really bends over backwards for us with those extra sessions."",""speaker"":""B""}]",,,
focus-meaning,What does the man mean?,He can't find his keys.,He left his keys at work.,Somebody took his keys.,—,A,ฝั่งประโยคคำถามผู้หญิงสงสัยว่ารึนายลืมกุญแจไว้โซนโต้รุ่งทำงานใช่ไหมที่รัก ('Did you have them at work?') เมื่อมาประเมินรวมกับอาการร้อนรุ่มที่ผู้ชายร่ายหา แสดงว่าเขาสิ้นท่าในการหากุญแจและจนปัญญามืดแปดด้านที่จะรู้จุดเก็บรักษานางไว้ที่ไหนสักแห่งในตอนนี้,B1,medium,12,"[{""text"":""I've lost my keys!"",""speaker"":""A""},{""text"":""Did you have them at work?"",""speaker"":""B""}]",,,
