"id","test_type_id","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","conversation","audio_url","transcript","article","cefr_level","difficulty","active","order_index","created_at","updated_at"
"830","focus-meaning","What does the woman mean?","She doesn’t know what to do with her friend’s bag.","She won’t go out with her friend anymore.","She can’t explain her friend’s behavior.","—","C","ผู้หญิงรู้สึกมึน 'I'm not sure what to make of it.' หมายความว่าก็อธิบายอาการของเพื่อนสนิทที่สละที่นั่งแล้วหายตัวดื้อๆ ไม่ถูก ตัวผู้หญิงเองก็คาดเหตุผลล่วงหน้าไม่ได้","[{""name"":""Woman"",""text"":""One moment my friend and I were having fun, and the next, she up and left with her bag."",""speaker"":""A""},{""name"":""Man"",""text"":""Don’t worry. I’m sure it has nothing to do with you."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"831","focus-meaning","What does the man mean?","Where did you move home to?","Where did you go for your holiday?","Where did you spend your childhood?","—","C","ผู้ชายถามหยั่งเชิงสถานที่เด็กในความทรงจำ 'Where were you brought up?' (คุณนายไปโดนเลี้ยงให้โตๆมาจากแถบพื้นที่ไหนครับเนี้ย) ซึ่งแปลตามเซนส์คือชีวิตวัยเติบโตใช้อยู่สถานที่ไหนเป็นหลัก","[{""name"":""Man"",""text"":""Where were you brought up?"",""speaker"":""A""},{""name"":""Woman"",""text"":""In Australia."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"832","focus-meaning","What does the wife mean?","She needs to cancel her trip to visit her brother.","Her brother agreed to pay for the family vacation.","Her brother might stay home during the vacation.","—","C","ผู้หญิงวิเคราะห์พี่ชายว่า 'money is tight for him' (สถานภาพการเงินเขาค่อนข้างตึง/ช็อต) แปลว่าพี่ชายไม่น่ามีเงินมาร่วมเที่ยวทริปแพงๆ จึงอาจชวดพักอาศัยที่ห้องที่บ้านอดไปสังสรรค์","[{""name"":""Wife"",""text"":""Is your brother still planning on joining us for summer vacation?"",""speaker"":""A""},{""name"":""Man"",""text"":""It sounds like money is tight for him now, so I’m not sure he’ll be able to spend it with us."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"833","focus-meaning","What does the woman mean?","It's the man's fault they are late.","She doesn't mind the traffic.","He should drive faster.","—","A","ผญหยิบประโยคของผชขึ้นมาขยี้ 'You said the traffic would be light' มุ่งชี้ประเด็นชัดๆว่า ความผิดทั้งหมดมาจากเจ้าตัวที่ให้ความเชื่อมั่นว่ารถโล่ง ทำให้มาผิดเวลา","[{""name"":""Woman"",""text"":""We're going to miss the start of the game, you know."",""speaker"":""A""},{""name"":""Man"",""text"":""Yes. You said the traffic would be light on a Monday."",""speaker"":""B""},{""name"":""Woman"",""text"":""Well, it usually is."",""speaker"":""A""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"834","focus-meaning","What does the mother mean?","You should put them away.","I've told you where to find them.","You ought to know where they are.","—","C","แม่ออกโรงแย้งสวนกลับลูกสาวเลยว่า 'They're where you put them' (กางเกงที่ไปวางไว้ก็ตัวตรงจุดนั่นแหละไปกางดูสิ) บ่งบอกว่าลูกก็ต้องหัดจำเสียเองสิเอาไปยัดตรงไหน","[{""name"":""Woman"",""text"":""Mum, where are my jeans?Mother: They're where you put them, Lucy."",""speaker"":""A""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"835","focus-meaning","What does the woman mean?","She is finished with her work.","She works every day of the week.","She works on Saturday and Sunday.","—","C","ในเมื่อผู้หญิงบอกปฏิเสธแต่ไปเน้นที่วันหยุด 'No, I only work on weekends' จุดมุ่งหมายคือแปลตัวความหมายได้ชัดว่าก็ทำงานเฉพาะคิวตารางที่มีคือวันเสาร์กับอาทิตย์เท่านั้น","[{""name"":""Woman"",""text"":""Do you work on Mondays?"",""speaker"":""A""},{""name"":""Man"",""text"":""No, I only work on weekends."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"836","focus-meaning","What does the woman mean?","She works until 2 p.m.","She begins work at 2 p.m.","She finishes work at 10 a.m.","—","A","เพื่อนผู้หญิงระบุกติกาขอบเขตงานว่ารับกะตั้งเเต่ช่วงเวลา '10 a.m. to 2 p.m.' ส่งผลสรุปใจความย่อได้ว่า เวลาเสร็จสิ้นกิจกรรมที่ต้องสแตนด์บายของเธอคือสิ้นสุดลงในเวลาบ่ายสองของวัน","[{""name"":""Woman"",""text"":""What time do you finish work today?"",""speaker"":""A""},{""name"":""Man"",""text"":""I work from 10 a.m. to 2 p.m."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"837","focus-meaning","What does the woman mean?","I don't have it.","I am looking for it.","I can give it to you.","—","C","พอดนตรีพนักงานถามหาพจจนานุกรม ผู้หญิงใจดีให้ความร่วมมือ 'Sure. No problem.' (เอาสิเจ้านาย ไม่มีประเด็น) แสดงว่าเธอพร้อมกระตือรือร้นสามารถหยิบยืนของตรงหน้าเเจกจ่ายให้","[{""name"":""Woman"",""text"":""Excuse me. Can you pass me the dictionary?"",""speaker"":""A""},{""name"":""Man"",""text"":""Sure. No problem. Here you are."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"838","focus-meaning","What does the woman mean?","She often talks about family holidays.","She rarely got to see her cousins on holidays.","She usually traveled long distances for holidays.","—","B","หญิงสาวบอกแผ่วๆบ่นเล่าถึงชีวิตหลีกตัวความเหงาแต่ก่อนว่า 'Mine lived so far away' (ญาติฝั่งบ้านฉันดันอาศัยอยู่ห่างไกล) หมายความว่าโอกาสแกร่วไปดวลปาร์ตี้จึงไม่มีง่ายๆ ได้เจอน้อยครั้งสุดๆ","[{""name"":""Woman"",""text"":""When I was growing up, my cousin’s family would always come over to our place for the holidays."",""speaker"":""A""},{""name"":""Man"",""text"":""I wish I could say the same! Mine lived so far away."",""speaker"":""B""},{""name"":""Woman"",""text"":""Yes, we were pretty fortunate."",""speaker"":""A""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"839","focus-meaning","What does the woman mean?","She doesn't know the artist.","She doesn't like the painting.","She doesn't understand the question.","—","B","ฝ่ายคนดูแอบแคลงใจและตอบกลับรวดเร็ว 'Do you really think so?' (เหรอ คุณคิดว่าเป็นจริงขนาดนั่นเลยป้ะ) โดยปกติเชิงอนุมานความหมายมันคือการที่เธอทักท้วงและไม่นิยมชมชอบศิลปิน/ภาพชิ้นนั่น","[{""name"":""Woman"",""text"":""Isn't he a great painter?"",""speaker"":""A""},{""name"":""Man"",""text"":""Do you really think so? I'm not so sure."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"840","focus-meaning","What does the woman mean?","She tried different foods at the hotel.","She did not eat at the hotel.","She did not like the hotel.","—","C","ผู้หญิงวิจารณ์ทริปลงแรงมาว่าบรรยากาศ 'the food was better than the hotel' (ในมุมมองอาหารการกินเด็ดกว่าโรมแรมหลักอีกอ่ะนะ) ให้ตีความคือเธอประทับใจอาหารเเต่โรงแรมกลับทำได้ไม่เอาไหนน่าผิดหวัง","[{""name"":""Man"",""text"":""How was your vacation?"",""speaker"":""A""},{""name"":""Woman"",""text"":""Well, the food was better than the hotel."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"841","focus-meaning","What does the man mean?","He is inviting the woman to the museum.","He wants to know if she liked the museum.","He thinks the woman should go to the museum.","—","C","ชายที่แนะนำนั้นบอกว่า 'visit the museum' (อย่าลืมแวะโชว์ไปพิพิธภัณฑ์ศิลปะเด็ดขาด) คือการที่ชายโยนความคาดหวังให้เธอเข้าไปสัมผัสสถานที่ใหม่แห่งนี้เมื่อวคราวเดินทางไปนคร","[{""name"":""Man"",""text"":""If you go to New York, visit the museum."",""speaker"":""A""},{""name"":""Woman"",""text"":""I went last year. It was great."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"842","focus-meaning","What does the woman mean?","I don't think Jack is annoying.","I think you are right about Jack.","I've changed my mind about Jack.","—","B","ผู้หญิงบอกเสริมเข้าไปว่า 'I couldn't agree more' (ไม่มีอะไรที่ฉันจะสามารถเห็นชอบด้วยไปกว่าประโยคนี้อีกแล้วล่ะ = เห็นด้วยสุดติ่ง) หมายความว่าเราคิดเหมือนนายเป๊ะทุกข้อสรุปเลยทีเดียวล่ะ","[{""name"":""Man"",""text"":""Jack is so annoying."",""speaker"":""A""},{""name"":""Woman"",""text"":""I couldn't agree more."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"843","focus-meaning","What does the woman mean?","She won't have to pay a fine for driving too fast.","She didn't understand the policeman.","The policeman said the road was dangerous.","—","A","ประโยคจากปากฝั่งผู้คุมจราจรได้เตือนไว้คือ 'letting me off with just a warning' (ถูกปล่อยตัวมาพร้อมกับแค่เสียงสั่งสอนเท่านั้น) นำมาซึ่งข่าวดีคือหญิงขับรถซิ่งคนนี้ไม่ต้องถูกปรับหรือจับเข้ากรงเลย","[{""name"":""Woman"",""text"":""Did you get a speeding ticket? What did the policeman say?"",""speaker"":""A""},{""name"":""Man"",""text"":""He said he was letting me off with just a warning."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"844","focus-meaning","What does the man mean?","His mother isn't sick anymore.","He doesn't see his mother often.","His mother still doesn't feel very well.","—","A","การที่ผู้ชายรายงานอาการของสุดที่รักมาว่าคุณแม่ 'feeling much better.' (สัมผัสได้ถึงสภาวะที่ปังที่โอเคขึ้นเยอะมากก) ส่งท้ายความหมายคือคุณแม่ของเขานั่นได้หายเจ็บไข้พ้นช่วงเวลาป่วยร้ายๆ เติบโตแข็งแรงแล้ว","[{""name"":""Woman"",""text"":""How is your mother going?"",""speaker"":""A""},{""name"":""Man"",""text"":""She's feeling much better. Thanks."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"845","focus-meaning","What does the man mean?","He can't do the dishes later.","He wants the woman to wash the dishes.","The woman doesn't need to wash the dishes.","—","C","เมื่อฝ่ายชายแจ้งว่าจะชดเชยการลืมล้างแบบนี้ด้วยว่า 'I did them when I got home' (ชิวๆน้าเค้าล้างจานทำอะไรให้เสร็จทันทีที่มาถึงบ้านเเล้ว) ฝ่ายผู้หญิงก็เลยรอดสบาย ไม่ต้องง้อเข้ากะล้างจานต่อดึกๆดื่นๆ","[{""name"":""Woman"",""text"":""I'm sorry, I forgot to wash the dishes this morning."",""speaker"":""A""},{""name"":""Man"",""text"":""It's okay. I did them when I got home."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"846","focus-meaning","What does the man mean?","He prefers staying at home this time.","He always goes to the same place for vacation.","He wants to travel to a place with cool weather.","—","C","ผู้ชายแจ้งสาเหตุย้ำๆ ว่าตนเองทนร้อนกับอุณหภูมิอากาศนี้ไม่ได้ ('can't stand the heat') คือหมายถึงเขาไม่อยากไปใกล้ความร้อน ทำให้ต้องหนีกระเสือกกระสนที่จะเลือกจุดหมายปลายทางให้เป็นบรรยากาศเย็นสบายตัวขึ้น","[{""name"":""Man"",""text"":""Where are you going for summer vacation?"",""speaker"":""A""},{""name"":""Person B"",""text"":""Definitely somewhere away from here. I can't stand the heat."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"847","focus-meaning","What does the father mean?","He wants to go with his son.","He will talk to his son later.","He needs his son's phone.","—","B","คุณพ่อส่งลูกหลานขึ้นบขสเสร็จบอกว่ามีธุระ 'Give me a call tonight.' ฝ่ายพ่อจะอยากติดต่อคุยอะไรนิดหน่อย หมายความถึงการกระทำว่า ตัวคุณพ่อนั่นเองยินยอมเเละจะดำเนินการติดต่อพูดคลุกคลีอีกครั้งช่วงค่ำคืนนี้แน่นอน","[{""name"":""Father"",""text"":""Are you leaving now?"",""speaker"":""A""},{""name"":""Father"",""text"":""Yes, the bus is here."",""speaker"":""B""},{""name"":""Father"",""text"":""Okay. Give me a call tonight."",""speaker"":""A""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"848","focus-meaning","What does the woman mean?","The restaurant is close to school.","People will have dinner on the beach.","The class will meet at the main building.","—","A","จากเส้นทางการนัด ร้านดินเนอร์ยอดฮิตนั้นหางายเพราะไปกระจุก 'next to the main school building' เป็นป้ายตัวชี้จุดหมายได้ดีให้รู้ชัดๆเลยว่า ระยะระหว่างร้านเป้าหมายมันชิดแทบทะลุกับตัวกำแพงตึกของโครงสร้างสถานการศึกษา","[{""name"":""Woman"",""text"":""Do you know where the class is meeting for dinner?"",""speaker"":""A""},{""name"":""Man"",""text"":""At Thai Lotus Restaurant, right next to the main school building."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"849","focus-meaning","What does the woman mean?","She likes many types of art.","She wants to learn more about art.","She prefers not to share her opinion.","—","A","คนถูกทักบอกปัดตอบกลับว่าจริงๆ 'tastes is so fixed' (รสนิยมฉันไม่ได้คับแคบทายไม่ได้จ้ะ) สัมผัสความรู้สึกนี้แสดงถึงธรรมชาติของหญิงที่เธอเปิดกว้างใจยอมรับศิลปะได้แบบหลາກสไตล์ ไม่มีกรอบข้อบัญญัติใดๆมาตีกั้นความอินดี้ส่วนตัวได้","[{""name"":""Woman"",""text"":""How would you describe your taste in art?"",""speaker"":""A""},{""name"":""Man"",""text"":""Oh, I can't really say my taste is so fixed."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"850","focus-meaning","What does the husband mean?","The wife should do things faster.","The wife ought to go to sleep earlier.","The wife needs more time to get ready.","—","A","สามีบ่นแควะคนสวยว่าสาเหตุที่เสียเวลาเนี่ยเพราะ 'you take your time getting ready' (เธอก็ยื้อเวลาและโอ้เอ้เอาแต่เเต่งองค์ทรงเครื่องช้าเองนินา) เป็นสารอ้อมโลกคอยเหน็บว่าก็เธอน่าจะเตรียมการให้ไวกว่านี้เยอะก็สิ้นเรื่อง","[{""name"":""Husband"",""text"":""I've been so late leaving for work in the morning."",""speaker"":""A""},{""name"":""Husband"",""text"":""That's because you take your time getting ready."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"851","focus-meaning","What does the man mean?","Have you practiced your presentation yet?","Did someone help you with your presentation?","Do you want me to listen to your presentation?","—","C","ชายเพื่อนแสนใจดีบอกข้อจำกัดว่า 'Would it help to practice? I'm right here.' (สนจะดึงเค้าไปเสริมเพื่อซ้อมให้มั่นใจก่อนลงสนามป่าว ตัวก็ยืนรับใช้อยู่นิไง) เป็นการเสนอแง่ที่ต้องการอาสาเล่นแผลงๆทดลองตั้งใจฟังพรีเซนต์เผื่อว่าเธอจะรับออฟเฟอร์","[{""name"":""Man"",""text"":""I'm giving a presentation at work tomorrow and I'm so nervous."",""speaker"":""A""},{""name"":""Person B"",""text"":""Would it help to practice? I'm right here."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"852","focus-meaning","What does the man mean?","He won't wash his car.","His car isn't very dirty.","He doesn't like the rain.","—","A","ฝ่ายชายตกลงพิจารณาและเบรคกิริยาไม่ล้างรถแล้วดีกว่าเพราะเดี๋ยวฝนโปรยลงมาแหงม 'not going to bother washing' สิ่งที่เกิดขึ้นคือเขากลายเป็นคนขี้เกียจ ไม่ยอมทำตามขั้นตอนการล้างเปียกฉ่ำและไม่ไปคาร์ปาร์ดอีกเลย","[{""name"":""Man"",""text"":""I'm not going to bother washing the car. It's going to rain later."",""speaker"":""A""},{""name"":""Person B"",""text"":""Yes, I heard that on the news this morning."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"853","focus-meaning","What does the man mean?","The book was very difficult.","It took one day to read the book.","He was too busy to finish the book.","—","A","หนุ่มใหญ่วัยฉกรรจ์ประเมินตำราเรียนว่าเอาจริงๆนะ 'had a hard time with a lot of it' (เผชิญชะตากรรมดิ้นรนเจียนตายเลยกว่าจะรอดผ่านจุดเหล่านั้นมา) สรุปจากแก่นแท้ก็คือวรรณกรรมของบทนี้มันมีรายละเอียดที่โหดหินสุดยากมากๆ","[{""name"":""Man"",""text"":""What did you think of that book?"",""speaker"":""A""},{""name"":""Person B"",""text"":""I had a hard time with a lot of it."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"854","focus-meaning","What does the woman mean?","The man needs to call the computer repair store.","The man can use the woman's computer.","The man should buy a new computer.","—","B","ผญหยิบข้อเสนอที่ให้ประโยชน์มากกว่าเพื่อแก้ไขเหตุวิกฤต 'Do you want to use mine?' (งั้นแล็บทอปในเคสฉุกเฉินนี่ขอให้ใช้ของเค้าแก้ขัดแทนมั้ยตัว) จากสถานการณ์ผู้ชายถือดีว่ามีสิทธิ์ที่จะคว้าเเละใช้คอมหล่อนแทนเป็นการบรรเทาสถานะตอนนี้ได้","[{""name"":""Woman"",""text"":""I really need to take my computer to the shop. It's broken again."",""speaker"":""A""},{""name"":""Man"",""text"":""Do you want to use mine?"",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"855","focus-meaning","What does the woman mean by her FIRST statement?","She wants to help the man fix his computer.","She believes the man needs to buy a new computer.","She thinks the man needs to use the computer more.","—","C","มนุษย์แม่ตำหนิฝ่ายรับเข้าเต็มๆหูเลยว่า 'You need to get with the times!' (นี่มันยุคไหนละ โฉมหน้านายควรทำตัวให้ทันกับเครื่องไม้ประดับอัจฉริยะซะบ้างสิ!) ขยายบริบทของประโยคนี้แสดงการเน้นความคาดหวังให้ฝึกปรือเล่นเครื่องโน้ตบุ๊กเทคโนโลยีบ้าง","[{""name"":""Mother"",""text"":""Are you still writing letters by hand? I can't believe it. You need to get with the times!"",""speaker"":""A""},{""name"":""Girl"",""text"":""What do you mean?"",""speaker"":""B""},{""name"":""Mother"",""text"":""I got you this computer last year and you've hardly touched it."",""speaker"":""A""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"856","focus-meaning","What does the man mean by his FIRST comment?","He regularly saw his cousins during the holidays.","He often traveled to his cousin's house for holidays.","He wishes he could see his cousins during holidays.","—","A","สิ่งที่เกิดประจำของบ้านก็คือตัวบรรดาญาติๆๆๆๆพี่น้อง 'would always come over' คือมักจะดิ่งมาสิงที่ลานจอดกางเต็นท์ทที่บ้านหลักตลอดในวันหยุดต่างๆนานา มันสะท้อนว่าทุกๆฤดูเทศกาลความจริงพวกเขาโคตรจะใกล้ชิดและเจอหน้าสังสรรค์กันตลอดเวลา","[{""name"":""Man"",""text"":""When I was growing up, my cousin's family would always come over to our place for the holidays."",""speaker"":""A""},{""name"":""Person B"",""text"":""I wish I could say the same. Mine lived so far away."",""speaker"":""B""},{""name"":""Man"",""text"":""Yes, we were pretty fortunate."",""speaker"":""A""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"857","focus-meaning","What does the woman mean?","She often likes to talk about family holidays.","She rarely got to see her cousins on holidays.","She usually traveled long distances for holidays.","—","B","ประวัติวัยเยาว์หญิงสาวบอกปัดความรู้สึกฟินๆแบบนั้นไปเลยอ้างว่าญาติตัวเองพักอยู่ไกลแสนไกล ('Mine lived so far away') ซึ่งก็ตรงประเด็นมากว่าเมื่อก่อนระยะทางคืออุปสรรคจึงทำให้กลุ่มตระกูลพวกเขาโคตรจะแทบขาดโอกาสใช้ชีวิตมารวมตัวเฮฮาด้วยกันเลย","[{""name"":""Woman"",""text"":""When I was growing up, my cousin's family would always come over to our place for the holidays."",""speaker"":""A""},{""name"":""Man"",""text"":""I wish I could say the same. Mine lived so far away."",""speaker"":""B""},{""name"":""Woman"",""text"":""Yes, we were pretty fortunate."",""speaker"":""A""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"858","focus-meaning","What does the woman mean?","The professor gave useful homework.","The professor was helpful to his students.","The professor presented interesting lecture topics.","—","B","ผู้หญิงเชียร์ว่าที่ปรึกษาวิชาเป็นสุดยอดครูเพราะ 'bends over backwards' (คือระดับตัวพ่อลั่นโหมโรงขวนขวายทำสิ่งยากดุจนายพรานเพื่อช่วยเหลือลูกศิษย์เต็มคาราเบล) อันเป็นที่เข้าใจแล้วว่าอาจารญ์คนนี้มีความตั้งใจและสละเวลาทุ่มพลังช่วยเหลือเหล่านักศึกษาตลอด","[{""name"":""Man"",""text"":""I hear this professor's class is challenging."",""speaker"":""A""},{""name"":""Woman"",""text"":""Actually, he really bends over backwards for us with those extra sessions."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"859","focus-meaning","What does the man mean?","He can't find his keys.","He left his keys at work.","Somebody took his keys.","—","A","ฝั่งประโยคคำถามผู้หญิงสงสัยว่ารึนายลืมกุญแจไว้โซนโต้รุ่งทำงานใช่ไหมที่รัก ('Did you have them at work?') เมื่อมาประเมินรวมกับอาการร้อนรุ่มที่ผู้ชายร่ายหา แสดงว่าเขาสิ้นท่าในการหากุญแจและจนปัญญามืดแปดด้านที่จะรู้จุดเก็บรักษานางไว้ที่ไหนสักแห่งในตอนนี้","[{""name"":""Woman"",""text"":""I've lost my keys!"",""speaker"":""A""},{""name"":""Man"",""text"":""Did you have them at work?"",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"860","focus-meaning","What does the man mean?","I can't see the clock from here.","I don't understand you.","I don't know the time.","—","C","หนุ่มยืนเฉยเบลอๆส่ายหัวตอบไม่สู้ด้วยประโยคว่า 'Sorry. I don't have a watch.' (อภัยให้กระผมด้วยนะนายจ๋า ที่ผ่านมาฉ้านนไม่ได้ครอบครองแม้กระทั้งนาฬิกาเลยขอรับ) เป็นการตีความได้ตรงๆว่าการที่ไม่ถือหาสัญญาณหน้าปัดนาฬิกานั่นก็เท่ากับตัวผชไม่อาจล่วงรู้เวลาว่าบัดนี้เป็นกี่โมงตามคำขอของนางรึ","[{""name"":""Man"",""text"":""What time is it? I think I'm late."",""speaker"":""A""},{""name"":""Person B"",""text"":""Sorry. I don't have a watch."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"861","focus-meaning","What does the man mean?","He spent a long time in China.","He visited China a long time ago.","He has wanted to go to China for a long time.","—","B","ชายพูดเสริมลอยๆเชิงกระเซ้าเย้าแหย่ถึงอดีตว่าจริงๆ 'I haven't been there in years.' (ในทริปช่วงจีนแผ่นดินใหญ่นี่ข้าน้อยไม่ได้ลงจอจอดทอดเรือนับหลายขวบปีแล่ว) ชี้เป็นชี้ตายความหมายก็คือนับย้อนหลังทริปท่องเที่ยวที่ว่านี้เขาเพิ่งเคยจะได้ผงาดไปแอ่วชมเมื่อนมนานมาแล้วในยุคหนึ่งแค่นั้นเอง","[{""name"":""Man"",""text"":""Our family loves to travel. We just came back from China."",""speaker"":""A""},{""name"":""Person B"",""text"":""You're so lucky. I haven't been there in years."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"862","focus-meaning","What does the woman mean?","She wants to know where the man was during the meeting.","She is explaining why she couldn't attend the meeting.","She is asking what the meeting was about.","—","A","เมื่อฝ่ายกงสีหญิงเข้ามาเคลียร์และถามไถ่ว่า 'What was up?' (มีเรื่องป่วนประสาทอันใดหรือถึงพลาดเข้าซุ้มประชุมวันนี้จ้ะเพื่อน) ซึ่งเป็นการซักไซ้เจาะจงความอยากรู้เพื่อไต่สวนหาตอเหตุลึกลงไปว่าผู้ชายได้ซุกตัวหายตัวหลบค่ายอยู่ที่หนไดในวิกฤติช่วงตอนทำประชาคม","[{""name"":""Woman"",""text"":""We missed you at the meeting this morning. What was up?"",""speaker"":""A""},{""name"":""Man"",""text"":""I got caught up on a phone call until noon."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"863","focus-meaning","What does the woman mean?","The woman doesn't know what to do with her friend's bag.","The woman won't go out with her friend anymore.","The woman can't explain her friend's behavior.","—","C","สาวอิมพอร์ตหงุดหงิดใจกับเพื่อนสุดพิลึกแล้วได้ระบายออกชัดว่า 'I'm not sure what to make of it.' หมายความว่าแอบเหงื่อแห้งตายและมึนตึบที่จู่ๆเพือนสนิทรีบโหมกระพุนหายตัวปัดตูดเดินหนี เลยหาเหตุและผลเชื่อมโยงไม่ปะประติดประต่อไม่ได้แน่ชัดว่าอะไรชักใยอาการอันน่างุนงงนี้หลังการหิ้วแฟ้มกระเผ่น","[{""name"":""Woman"",""text"":""One moment my friend and I were having fun, and the next she up and left with her bag. I'm not sure what to make of it."",""speaker"":""A""},{""name"":""Man"",""text"":""Don't worry. I'm sure it has nothing to do with you."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"864","focus-meaning","What does the man mean?","He wishes he had seen the interview.","He decided not to watch the interview.","He plans to watch the news more often.","—","A","คนผู้ชายฟาดไหล่ตบเข่าบ่นเสียดายโอกาสอันสูญหายด้วยคำพูดที่ว่า 'If I had known it was on, I would have been sure to watch.' แสดงถึงมิติเวลาคู่ขนานว่าจริงๆแล้วลึกๆในหลืบใจนั้นนายคนนี้เฝ้าถวิลหาตั้งหน้ารอดูให้ลุล่วงแล้วและเสียดายมากๆที่เป็นคนพลาดที่จะไม่ได้เชยชมสัมภาษณ์ที่ออกรายการซะนี่","[{""name"":""Man"",""text"":""Hey, did you catch my interview on News Tonight?"",""speaker"":""A""},{""name"":""Person B"",""text"":""No. If I had known it was on, I would have been sure to watch."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
"865","focus-meaning","What does the man mean?","He paid someone to plant the bushes.","He planted the bushes very quickly.","He is a professional gardener.","—","A","นายสวนกลับเลยทำแปปเดียวแหละเรื่องปลูกเนี่ยเพราะเค้ามีดีกรีจ้างมือโปรมาเนรมิตให้อย่างไว ('had it done professionally') ก็คือตอบเป็นภาษาตรงตัวโดยไม่ต้องสงสัยเลยว่านายตัวดีเนี้ยเขายอมเสียอัฐกระเป๋าไปกับการหาใครสักคนยอดฝีมือมือมารับจ๊อบพรวนดินขุดปลูกพุ่มไม้แทนกำลังแรงกายของตนเองเลยนั่านเอง","[{""name"":""Man"",""text"":""I love what you've done with your backyard. How long did it take you to plant all those bushes?"",""speaker"":""A""},{""name"":""Person B"",""text"":""No time at all. I had it done professionally."",""speaker"":""B""}]",,,,"B1","medium","true","0","2026-04-12 17:37:09.643115","2026-04-12 17:37:09.643115"
